source_id,chunk_id,title,target_collection,use_mode,risk_scope,review_priority,review_status,issues,content_preview
WHO_GROUP_PM_PLUS_2020,WHO_GROUP_PM_PLUS_2020_cd42e673_00134_4455f24bd3c6,Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to adversity,interventions,direct_user_support,normal,P0,pending,,"This is often because they are afraid that talking about suicide will put ideas in the other person’s head and that if they had not considered suicide previously, they might now. This is a very common but incorrect belief. And unfortunately one of the upsettin"
WHO_GROUP_PM_PLUS_2020,WHO_GROUP_PM_PLUS_2020_cd42e673_00135_6989afae5980,Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to adversity,interventions,direct_user_support,normal,P0,pending,,13 Printable guidance with the same information is also included in Appendix D. Facilitators are encouraged to bring photocopies of this to sessions so they feel confident about responding appropriately to participants with thoughts or plans of suicide.
WHO_GROUP_PM_PLUS_2020,WHO_GROUP_PM_PLUS_2020_cd42e673_00136_f9fe1f1b0161,Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to adversity,interventions,direct_user_support,normal,P0,pending,,"Guidance when assessing thoughts of suicide Ask direct, clear questions: • Ask the questions as they are written in the assessment (pre-, during- and post-intervention). • When asking questions about suicide, avoid using less direct words that could be misunde"
WHO_GROUP_PM_PLUS_2020,WHO_GROUP_PM_PLUS_2020_cd42e673_00137_cf75aed58bfc,Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to adversity,interventions,direct_user_support,normal,P0,pending,,"• Remove means of self-harm if possible. • Do not leave the person alone. Have carers or staff stay with them at all times. • If possible, offer a separate, quiet room while waiting. • Attend to the person’s mental state and emotional distress with your basic "
WHO_GROUP_PM_PLUS_2020,WHO_GROUP_PM_PLUS_2020_cd42e673_00343_e44471e1c5e4,Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to adversity,interventions,direct_user_support,normal,P0,pending,,"Based on discussions with your supervisor, you may refer the participant to a (mental) health professional for assessment and further care. This would be recommended for participants in severe distress or with thoughts or plans of suicide at the end of Group P"
WHO_GROUP_PM_PLUS_2020,WHO_GROUP_PM_PLUS_2020_cd42e673_00361_ea3bc8d870a1,Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to adversity,interventions,direct_user_support,normal,P0,pending,,"6. ASSESSMENT OF THOUGHTS OF SUICIDE We have just been talking about different emotional difficulties that people can experience. Sometimes when people feel very sad and hopeless about their life, they have thoughts about their own death or even ending their o"
WHO_GROUP_PM_PLUS_2020,WHO_GROUP_PM_PLUS_2020_cd42e673_00362_ff65d32a2c6f,Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to adversity,interventions,direct_user_support,normal,P0,pending,,"What actions have you taken to end your life? Please write details here: 3. Do you plan to end your life in the next two weeks? YES NO UNSURE If yes or unsure, ask participant to describe their plan to you. Write details here: If the participant answers “yes” "
WHO_GROUP_PM_PLUS_2020,WHO_GROUP_PM_PLUS_2020_cd42e673_00363_f0b0d667aabe,Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to adversity,interventions,direct_user_support,normal,P0,pending,,"Script for people with a plan to end their life in the near future From what you have described to me, I am concerned about your safety. As I mentioned at the beginning of this interview, if I believe you are at risk of ending your life I must contact my super"
WHO_GROUP_PM_PLUS_2020,WHO_GROUP_PM_PLUS_2020_cd42e673_00379_847c77c6174f,Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to adversity,interventions,direct_user_support,normal,P0,pending,,"b. Assessment of thoughts of suicide NOTE: If the participant indicated 4 or 5 on Question 4a, or if they have a history of suicidal thoughts or plans while in Group PM+, complete the assessment of thoughts of suicide. For all other participants, go to Questio"
WHO_GROUP_PM_PLUS_2020,WHO_GROUP_PM_PLUS_2020_cd42e673_00380_b2b6c2dfef1d,Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to adversity,interventions,direct_user_support,normal,P0,pending,,"Write details here: If the participant answered “yes” to Question 3, they have a plan to end their life in the near future and you must contact your supervisor immediately. If you are unsure whether the participant is at risk of harm, tell them you will contac"
WHO_GROUP_PM_PLUS_2020,WHO_GROUP_PM_PLUS_2020_cd42e673_00390_63d0d3301dd2,Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to adversity,interventions,direct_user_support,normal,P0,pending,,APPENDIX D ASSESSING AND RESPONDING TO THOUGHTS OF SUICIDE IN GROUP PM+ The following pages include information about suicide risk. The guidance is repeated from the manual but is presented in a way that allows you to photocopy selected pages and take them wit
WHO_GROUP_PM_PLUS_2020,WHO_GROUP_PM_PLUS_2020_cd42e673_00391_933af8bf9b5c,Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to adversity,interventions,direct_user_support,normal,P0,pending,,"They may or may not have a history of thoughts or plans of suicide or of making attempts at suicide. These participants can be included in Group PM+. In case of doubt, talk to your supervisor. 2. How to ask questions: • Ask questions about suicide to all parti"
WHO_GROUP_PM_PLUS_2020,WHO_GROUP_PM_PLUS_2020_cd42e673_00392_a2846eb2967e,Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to adversity,interventions,direct_user_support,normal,P0,pending,,"• If possible, offer a separate, quiet room while waiting. • Attend to the client’s mental state and emotional distress (i.e. with basic helping skills). APPENDIX D ASSESSING AND RESPONDING TO THOUGHTS OF SUICIDE IN GROUP PM+"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00009_eb3f82f51fe7,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,.................................................. 47 4.8 How do I manage imminent risk of suicide and other immediate safety concerns? ...... 48 4.9 How do I deal with other challenges? . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00051_730d9383f057,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"in high-risk situations, such as imminent risk of suicide, or harm through intimate partner violence or abuse. People facing these risks may benefit from self-help but only if the risk situation is adequately addressed. Similarly, people with additional needs,"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00071_987c7129f8d9,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"… have a severe cognitive impairment, or are at imminent risk of suicide (for example, people with a plan to end their life)."
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00081_cdf7ef4aed80,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"When using delayed support, people should be aware of what to do in a crisis situation (for example, imminent risk of suicide or other protection concerns) and there should be a system in place for responding urgently, and with live support (such as a telephon"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00115_bd19f87ec5a0,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"This includes questions to assess for imminent risk of suicide, self-harm or any other protection concerns or needs that may require a higher level of care (such as substance dependence or psychosis). These screening questionnaires can be delivered in many way"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00120_65498fab4be7,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,2.4.2 Addressing safety and protection concerns The system for responding to safety and protection concerns (such as imminent risk of suicide or harm from others) and for connecting people to external services and support will depend on local policies and prac
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00122_85a5d44391ec,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"Service user needs more support for other problems in their life than can be provided in a brief support contact for example protocols (that can be adapted to your context) for assessing and responding to cases of imminent risk of suicide or self-harm, and cas"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00133_75e7a26733a7,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"Box 3.1 Addressing safety concerns Helpers are not solely responsible for managing safety concerns, such as imminent risk of suicide. Your role in these situations is to identify the safety concern, follow the protocol and inform your supervisor. Your supervis"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00158_a20cbfa5e698,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"During these contacts, there are specific steps to follow if you identify a safety concern, if someone needs extra support with coping, or if other challenges arise (see sections 4.8 How do I manage imminent risk of suicide and other immediate safety concerns?"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00168_77e921a66fab,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"The service user may disclose information that makes you think they may be experiencing a mental disorder that might require specialized support (such as psychosis); a substance-related issue; an immediate safety concern, such as imminent risk of suicide; or a"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00181_6ccdd8961682,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"Immediate safety concerns include: • imminent risk of suicide or self-harm; • risk of harm to the service user or another person (for example, if the service user or someone else is experiencing physical or sexual violence, or if there is a child protection is"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00185_2ca847f9e34e,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"Table 4.2 Example warning signs that there may be an imminent safety concern Indication of a safety concern Example comments from the service user Thoughts or plans of suicide, which may be either vague or explicit • “I just want to disappear.” • “What’s the p"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00191_1ceb1761b1e9,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"Box 4.3 How to ask about suicide and self-harm • When asking about suicide and self-harm, ask direct, clear questions. Avoid using vague or evasive words that could be misunderstood. • Direct questions help the person feel that they are not being judged for ha"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00194_2624f7233a2c,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,If there are indications of imminent risk of suicide or any other immediate safety concern you must inform your supervisor immediately (Box 4.4 How to respond to someone at imminent risk of suicide). This is essential to ensure that you get the support you nee
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00195_708ac9d52b4f,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"Box 4.4 How to respond to someone at imminent risk of suicide • Contact your supervisor immediately. • Do not leave the person alone. Stay with them, or on the phone with them, while waiting for your supervisor or trusted person to arrive. • Ask the person if "
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00197_9dcedf29302c,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,Your organization should provide information about how to report an imminent risk of suicide in contexts where it is illegal. For more information on ensuring confidentiality and understanding mandatory reporting see the Inter-Agency Standing Committee (IASC) 
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00359_c3651f5855f0,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"If the external problem relates to a risk issue, such as imminent risk of suicide, or a protection concern, always follow your organization’s relevant protocol (see section 4.8 How do I manage imminent risk of suicide and other immediate safety concerns? and A"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00381_ff7f3de882c1,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,Annex 3. Example protocols to assess and address safety and protection concerns Annex 3A. Example protocol for assessing imminent risk of suicide Source: Early Adolescent Skills for Emotions (EASE) : group psychological help for young adolescents affected by d
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00382_56675a328a0b,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,Helpers should follow their organization’s procedures for assessing imminent risk of suicide. The example protocol below can also be adapted by organizations for their own contexts. Ask both question 1 and question 2 and record the answers on the form. If the 
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00383_0e49756b3ed0,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"” Question 1: In the past month, have you had thoughts of ending your life or a plan to end your life? Or have you taken any actions to end your life in the past year? YES NO If the answer is “no”, circle “no”. If the answer is “yes”, ask the person to describ"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00384_291b9c0e1619,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"• If the person answers “yes” or “unsure” to Question 2, they may end their life in the near future. Follow the imminent risk steps below. • If the person answers “yes” to question 1 and “no” or “unsure” to question 2 but is extremely agitated, violent, distre"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00388_0b880a52f041,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"Guidance for asking about suicide or self-harm Ask direct, clear questions • When asking questions about suicide, avoid using indirect words that could be misunderstood. • Direct questions help the person feel that they are not being judged for having thoughts"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00390_88e8fc7d8793,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"Annex 3B. Steps to follow in cases of sexual violence, intimate partner violence or other protection concerns Sources. Adapted from: – Group Problem Management Plus (Group PM+): group psychological help for adults impaired by distress in communities exposed to"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00391_de7489425a64,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"Remember that people may find it hard to talk about sexual violence or intimate partner violence because of cultural taboos, shame or fear of stigma, or because they may be scared for their safety, or because thinking about their experiences causes them distre"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00392_ab895ca59b6f,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"If you know or suspect that a service user may have experienced or be at immediate risk of intimate partner violence or sexual violence, follow your organization’s procedures for responding to safety issues (see section 4.8 How do I manage imminent risk of sui"
WHO_SELFHELP_2026,WHO_SELFHELP_2026_e03b60f5_00395_71d1fdd52a36,"Psychological self-help interventions: delivering self-help for individuals, featuring Step-by-Step and Doing What Matters in Times of Stress",interventions,direct_user_support,normal,P0,pending,,"Clinical management of rape and intimate partner violence survivors: developing protocols for use in humanitarian settings. Geneva: World Health Organization; 2020 (https://apps.who.int/iris/handle/10665/331535, accessed 18 • How to support survivors of gender"
